,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
674,Mitigating Frontrunning Attacks in Ethereum,"Maddipati Varun,Balaji Palanisamy,Shamik Sural",['University of Pittsburgh'],India,2022,0,https://doi.org/10.1145/3494106.3528682,ACM
675,The Append Memory Model: Why BlockDAGs Excel Blockchains,"Darya Melnyk,Roger P Wattenhofer",[],Switzerland,2020,1,https://doi.org/10.1145/3350755.3400272,ACM
676,Clock Design Methodology for Energy and Computation Efficient Bitcoin Mining Machines,"Chienpang Lu,Iris Hui-Ru Jiang,Chihwen Yang",['National Taiwan University'],Taiwan Roc,2022,0,https://doi.org/10.1145/3505170.3506720,ACM
677,LATTE: Visual Construction of Smart Contracts,"Sean Tan,Sourav S Bhowmick,Huey Eng Chua,Xiaokui Xiao","['Nanyang Technological University', 'National University of Singapore']",Singapore,2020,3,https://doi.org/10.1145/3318464.3384687,ACM
678,From Crowdsourced Software Development to Crowdtesting,"Wei Tek Tsai,Li Zhang,Shufeng Hu",['Beihang University'],China,2022,0,https://doi.org/10.1145/3503181.3503185,ACM
679,On the Difficulty of Hiding the Balance of Lightning Network Channels,"Jordí Herrera-Joancomartí,Guillermo Navarro-Arribas,Alejandro Ranchal-Pedrosa,Cristina Pérez-Solà,Joaquín García-Alfaro",[],France,2019,27,https://doi.org/10.1145/3321705.3329812,ACM
680,On the Difficulty of Hiding the Balance of Lightning Network Channels,"Jordí Herrera-Joancomartí,Guillermo Navarro-Arribas,Alejandro Ranchal-Pedrosa,Cristina Pérez-Solà,Joaquín García-Alfaro",[],France,2019,27,https://doi.org/10.1145/3321705.3329812,ACM
681,Continuous Credit Networks and Layer 2 Blockchains: Monotonicity and Sampling,"Ashish Goel,Geoffrey Ramseyer",['Stanford University'],USA,2020,0,https://doi.org/10.1145/3391403.3399533,ACM
682,Activity Contexts: Improving Modularity in Blockchain-based Smart Contracts using Context-oriented Programming,"Toni Mattis,Robert Hirschfeld",['University of Potsdam'],Germany,2018,1,https://doi.org/10.1145/3242921.3242926,ACM
683,"Is AI Taking Over the World? No, but It's Making it Less Private",Giuseppe Ateniese,[],USA,2020,0,https://doi.org/10.1145/3384942.3406872,ACM
684,Towards Environmental-Adaptive and Performance-Resilient Consensus in Distributed Ledger Technology,Christian Berger,['University of Passau'],Germany,2020,0,https://doi.org/10.1145/3429351.3431740,ACM
685,Implementation and Evaluation of a Point-Of-Sale Payment System Using Bitcoin Lightning,"Michael Fröhlich,Jose Adrian Vega Vermehren,Florian Alt,ALBRECHT SCHMIDT",['University of the Bundeswehr Munich'],Germany,2022,0,https://doi.org/10.1145/3546155.3546700,ACM
686,"Autonomous Distributed Energy Systems: Problematising the Invisible through Design, Drama and Deliberation","Larissa Pschetz,Kruakae Pothong,Chris Speed","['University of Edinburgh', 'University College London']",United Kingdom,2019,23,https://doi.org/10.1145/3290605.3300617,ACM
687,ConCert: a smart contract certification framework in Coq,"Danil Annenkov,Jakob Botsch Nielsen,Bas Spitters",['Aarhus University'],Denmark,2020,9,https://doi.org/10.1145/3372885.3373829,ACM
688,DPODA: Differential Privacy-based Online Double Auction for Pervasive Edge Computing Resource Allocation,"Yuhu Sun,Qiang He,Lianyong Qi,Wajid Rafique,Wanchun Dou","['Nanjing University', 'Swinburne University of Technology', 'Qufu Normal University']",China,2020,1,https://doi.org/10.1145/3384943.3409429,ACM
689,DPODA: Differential Privacy-based Online Double Auction for Pervasive Edge Computing Resource Allocation,"Yuhu Sun,Qiang He,Lianyong Qi,Wajid Rafique,Wanchun Dou","['Nanjing University', 'Swinburne University of Technology', 'Qufu Normal University']",China,2020,1,https://doi.org/10.1145/3384943.3409429,ACM
690,SmarTor: Smarter Tor with Smart Contracts: Improving resilience of topology distribution in the Tor network,"Greubel Andre,Dmitrienko Alexandra,Kounev Samuel",['University of Wuerzburg'],Germany,2018,5,https://doi.org/10.1145/3274694.3274722,ACM
691,Defense against N-pixel Attacks based on Image Reconstruction,"Ziyuan Liu,Peter Shaojui Wang,Shouching Hsiao,Raylin Tso",['National Chengchi University'],Taiwan Roc,2020,1,https://doi.org/10.1145/3384942.3406867,ACM
692,About Secure Intergration of Video Consultation In IOT Based Health Care Monitoring System,"Md Nazmus Saadat,Nur Liyana Rosli",['Universiti Kuala Lumpur'],Malaysia,2020,0,https://doi.org/10.1145/3384613.3384652,ACM
693,On profitability of block withholding strategies,"C Grunspan,R Perez-Marco",[],France,2019,1,https://doi.org/10.1145/3308897.3308953,ACM
694,Crypto-Hotwire: Illegal Blockchain Mining at Zero Cost Using Public Infrastructures,"Felipe Ribas Coutinho,Victor Pires,Claudio Miceli,Daniel Sadoc Menasché",[],Brazil,2021,0,https://doi.org/10.1145/3466826.3466830,ACM
695,SoK: A Systematic Study of Attacks in Efficient Encrypted Cloud Data Search,"Jing Yao,Yifeng Zheng,Yu Guo,Cong Wang",['City University of Hong Kong'],Hong Kong,2020,1,https://doi.org/10.1145/3384942.3406869,ACM
696,SoK: A Systematic Study of Attacks in Efficient Encrypted Cloud Data Search,"Jing Yao,Yifeng Zheng,Yu Guo,Cong Wang",['City University of Hong Kong'],Hong Kong,2020,1,https://doi.org/10.1145/3384942.3406869,ACM
697,Testing Smart Contracts: Which Technique Performs Best?,"Sefa Akca,Chao Peng,Ajitha Rajan",['University of Edinburgh'],United Kingdom,2021,0,https://doi.org/10.1145/3475716.3475779,ACM
698,Incentive Mechanism for Social Network Data Pricing under Privacy Preservation,"Mengxiao Zhang,Fernando Beltrán,Jiamou Liu",['The University of Auckland'],New Zealand,2020,0,https://doi.org/10.1145/3384943.3409425,ACM
699,From Bitcoin to Bitcoin Cash: a network analysis,"Marco Alberto Javarone,Craig Steven Wright",['University of Kent'],UK,2018,32,https://doi.org/10.1145/3211933.3211947,ACM
700,SAMPL: Scalable Auditability of Monitoring Processes using Public Ledgers,,['New Mexico State University'],USA,2019,3,https://doi.org/10.1145/3319535.3354219,ACM
701,Conquering Generals: an NP-Hard Proof of Useful Work,"Angelique Faye Loe,Elizabeth Anne Quaglia",['University of London'],Information Security Group,2018,7,https://doi.org/10.1145/3211933.3211943,ACM
702,Privacy-Utility Tradeoffs in Routing Cryptocurrency over Payment Channel Networks,"Weizhao Tang,Weina Wang,Giulia Fanti,Sewoong Oh","['Carnegie Mellon University', 'University of Washington']",USA,2020,8,https://doi.org/10.1145/3393691.3394213,ACM
703,Trade or Trick?: Detecting and Characterizing Scam Tokens on Uniswap Decentralized Exchange,"Pengcheng Xia,Haoyu Wang,Bingyu Gao,Weihang Su,Zhou Yu,Xiapu Luo,Chao Zhang,Xusheng Xiao,Guoai Xu","['Beijing University of Posts and Telecommunications', 'The Hong Kong Polytechnic University', 'Tsinghua University', 'Case Western Reserve University']",China,2021,4,https://doi.org/10.1145/3491051,ACM
704,Trade or Trick?: Detecting and Characterizing Scam Tokens on Uniswap Decentralized Exchange,"Pengcheng Xia,Haoyu Wang,Bingyu Gao,Weihang Su,Zhou Yu,Xiapu Luo,Chao Zhang,Xusheng Xiao,Guoai Xu","['Beijing University of Posts and Telecommunications', 'The Hong Kong Polytechnic University', 'Tsinghua University', 'Case Western Reserve University']",China,2021,4,https://doi.org/10.1145/3491051,ACM
705,An Implement of Smart Contract Based Decentralized Online Crowdsourcing Mechanism,"Yonggen Gu,Jiashen Chen,Xiaohong Wu","['Dianzi University', 'Huzhou University', 'University']",China,2018,3,https://doi.org/10.1145/3297156.3297239,ACM
706,DID-eFed: Facilitating Federated Learning as a Service with Decentralized Identities,"Jiahui Geng,Neel Kanwal,Martin Gilje Jaatun,Chunming Rong",['University of Stavanger'],Norway,2021,1,https://doi.org/10.1145/3463274.3463352,ACM
707,Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'The Hong Kong Polytechnic University', 'Queen Mary University of London']",United Kingdom,2021,3,https://doi.org/10.1145/3410220.3456282,ACM
708,Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'The Hong Kong Polytechnic University', 'Queen Mary University of London']",United Kingdom,2021,3,https://doi.org/10.1145/3410220.3456282,ACM
709,Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'The Hong Kong Polytechnic University', 'Queen Mary University of London']",United Kingdom,2021,3,https://doi.org/10.1145/3410220.3456282,ACM
710,BFastPay: A Routing-free Protocol for Fast Payment in Bitcoin Network,"Xinyu Lei,Guanhua Tu,Tian Xie,Sihan Wang",['Michigan State University'],USA,2021,0,https://doi.org/10.1145/3422337.3447823,ACM
711,Private and Secure Mixing in Credit Networks,"Lalitha Muthu Subramanian,Guruprasad Eswaraiah,Roopa Vishwanathan",['New Mexico State University'],USA,2019,0,https://doi.org/10.1145/3343147.3343171,ACM
712,Behavioral simulation for smart contracts,"Sidi Mohamed Beillahi,Gabriela Felicia Ciocarlie,Michael Emmi,Constantin Enea",['University of Paris Diderot'],France,2020,3,https://doi.org/10.1145/3385412.3386022,ACM
713,Behavioral simulation for smart contracts,"Sidi Mohamed Beillahi,Gabriela Felicia Ciocarlie,Michael Emmi,Constantin Enea",['University of Paris Diderot'],France,2020,3,https://doi.org/10.1145/3385412.3386022,ACM
714,Build the State-of-the-Art Machine Learning Technology for the Crypto Economy,"Michael Li,Catalin Tiseanu,Burkay Gur",[],USA,2020,0,https://doi.org/10.1145/3394486.3409555,ACM
715,BLOCKBENCH: A Framework for Analyzing Private Blockchains,"Tien Tuan Anh Dinh,Ji Wang,Gang Chen,Rui Liu,Bengchin Ooi,Kianlee Tan","['National University of Singapore', 'Zhejiang University']",Singapore,2017,400,https://doi.org/10.1145/3035918.3064033,ACM
716,BLOCKBENCH: A Framework for Analyzing Private Blockchains,"Tien Tuan Anh Dinh,Ji Wang,Gang Chen,Rui Liu,Bengchin Ooi,Kianlee Tan","['National University of Singapore', 'Zhejiang University']",Singapore,2017,400,https://doi.org/10.1145/3035918.3064033,ACM
717,"Session details: Session 2: Blockchains, Digital Currency",Murtuza Shabbir Jadliwala,['University of Texas'],San Antonio,2021,0,https://doi.org/10.1145/3460468,ACM
718,"Session details: Session 2C: Security, Blockchains, and Replication",Gregory Chockler,[],University of London,2018,0,https://doi.org/10.1145/3258701,ACM
719,POSTER: Oblivious Access System on Decentralized Database over Parallel Smart Contract Model,"Zhongyi Guo,Yuchi Chen,Hsiuping Lin","['Yuan Ze University', 'National Taiwan University']",Taiwan Roc,2020,0,https://doi.org/10.1145/3320269.3405436,ACM
720,"TickEth, a ticketing system built on ethereum","Pietro Corsi,Giovanni Lagorio,Marina Ribaudo",['University of Genova'],Italy,2019,2,https://doi.org/10.1145/3297280.3297323,ACM
721,"DECOUPLES: a decentralized, unlinkable and privacy-preserving traceability system for the supply chain","Mourad El Maouchi,Oğuzhan Ersoy,Zekeriya Erkin",['Delft University of Technology'],The Netherlands,2019,12,https://doi.org/10.1145/3297280.3297318,ACM
722,Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'The Hong Kong Polytechnic University', 'Queen Mary University of London']",United Kingdom,2021,6,https://doi.org/10.1145/3428335,ACM
723,Tracking Counterfeit Cryptocurrency End-to-end,"Bingyu Gao,Haoyu Wang,Pengcheng Xia,Siwei Wu,Yajin Zhou,Xiapu Luo,Gareth Tyson","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'The Hong Kong Polytechnic University', 'Queen Mary University of London']",United Kingdom,2021,6,https://doi.org/10.1145/3428335,ACM
724,Privacy Aspects and Subliminal Channels in Zcash,"Alex Biryukov,Daniel Feher,Giuseppe Vitto",['University of Luxembourg'],Luxembourg,2019,7,https://doi.org/10.1145/3319535.3345663,ACM
725,The Honey Badger of BFT Protocols,"Andrew Miller,Yu Xia,Kyle Croman,Elaine (Runting) Shi,Dawn Xiaodong Song","['University of Illinois at UrbanaChampaign', 'Cornell University', 'University of California']",USA,2016,241,https://doi.org/10.1145/2976749.2978399,ACM
726,Software Architectural Migration: An Automated Planning Approach,"Nacha Chondamrongkul,Jing Sun,Ian Warren","['Mae Fah Luang University', 'University of Auckland']",New Zealand,2021,0,https://doi.org/10.1145/3461011,ACM
727,Software Architectural Migration: An Automated Planning Approach,"Nacha Chondamrongkul,Jing Sun,Ian Warren","['Mae Fah Luang University', 'University of Auckland']",New Zealand,2021,0,https://doi.org/10.1145/3461011,ACM
728,OneFi: One-Shot Recognition for Unseen Gesture via COTS WiFi,"Rui Xiao,Jianwei Liu,Jinsong Han,Kui Ren",['Zhejiang University'],China,2021,2,https://doi.org/10.1145/3485730.3485936,ACM
729,Designing Distributed Ledger Technologies for Social Change: The Case of CariCrop,"Larissa Pschetz,Billy Dixon,Kruakae Pothong,Arlene Bailey,Allister Glean,Luis Lourenço Soares,Jessica A Enright","['University of Edinburgh', 'University College London', 'University of the West Indies', 'University of Glasgow']",United Kingdom,2020,4,https://doi.org/10.1145/3313831.3376364,ACM
730,Designing Distributed Ledger Technologies for Social Change: The Case of CariCrop,"Larissa Pschetz,Billy Dixon,Kruakae Pothong,Arlene Bailey,Allister Glean,Luis Lourenço Soares,Jessica A Enright","['University of Edinburgh', 'University College London', 'University of the West Indies', 'University of Glasgow']",United Kingdom,2020,4,https://doi.org/10.1145/3313831.3376364,ACM
731,Fighting Under-price DoS Attack in Ethereum with Machine Learning Techniques,"Jose Eduardo A Sousa,Vinícius C Oliveira,Julia Almeida Valadares,Alex Borges Vieira,Heder Soares Bernardino,Saulo Moraes Villela,Glauber Dias Gonçalves",[],Brazil,2021,2,https://doi.org/10.1145/3466826.3466835,ACM
732,Achieving state machine replication without honest players,"Conor McMenamin,Vanesa Daza,Matteo Pontecorvi",[],France,2021,0,https://doi.org/10.1145/3479722.3480986,ACM
733,Achieving state machine replication without honest players,"Conor McMenamin,Vanesa Daza,Matteo Pontecorvi",[],France,2021,0,https://doi.org/10.1145/3479722.3480986,ACM
734,A Creditworthy Resources Sharing Platform Based on Microservice✱,"Shuaiyu Wang,Yinsheng Li",['Fudan University'],China,2022,0,https://doi.org/10.1145/3503181.3503196,ACM
735,Model of Online Loan Overdue Prediction Using Fuzzy Method,"Chongwen Liu,Qun Song",['Chongqing Technology and Business University'],China,2022,0,https://doi.org/10.1145/3561801.3561806,ACM
736,Art for Space,Massimo Franceschet,['and PhysicsUniversity of Udine'],Italy,2020,7,https://doi.org/10.1145/3402443,ACM
737,Disentangling Decentralized Finance (DeFi) Compositions,"Stefan Kitzler,Friedhelm Victor,Pietro Saggese,Bernhard Haslhofer",[],Austria,2022,0,https://doi.org/10.1145/3532857,ACM
738,Disentangling Decentralized Finance (DeFi) Compositions,"Stefan Kitzler,Friedhelm Victor,Pietro Saggese,Bernhard Haslhofer",[],Austria,2022,0,https://doi.org/10.1145/3532857,ACM
739,A trustable platform for exchange of resources across organizations and their customers,Kushal Soni,[],Belgium,2019,0,https://doi.org/10.1145/3366624.3368160,ACM
740,Is it Better With Onboarding? Improving First-Time Cryptocurrency App Experiences,"Michael Fröhlich,Charlotte Kobiella,ALBRECHT SCHMIDT,Florian Alt","['Technical University Munich', 'Bundeswehr University Munich']",Germany,2021,4,https://doi.org/10.1145/3461778.3462047,ACM
741,Enabling Reference Verifiability for the World Wide Web with Webchain,"Elias Rohrer,Steffen Heidel,Florian Tschorsch",['Technical University of Berlin'],Berlin,2020,0,https://doi.org/10.1145/3392097,ACM
742,On the Implementation of Business Process Logic in DLT Nodes,"Thomas Osterland,Thomas Rose,Clemens Putschli",[],Germany,2020,1,https://doi.org/10.1145/3399871.3399899,ACM
743,Token-based incentive schemes in decentralized P2P storage networks,Vahid Heidaripour Lakhani,['University of Stavanger'],Norway,2021,0,https://doi.org/10.1145/3491087.3493681,ACM
744,Responsible Self-Funding in Dash Governance System,"Ivan Chistiakov,Yury A Yanovich",['National Research University Higher School of Economics'],Russia,2020,0,https://doi.org/10.1145/3409934.3409939,ACM
745,BEAT: Asynchronous BFT Made Practical,"Sisi Duan,Michael K. Reiter,Haibin Zhang",['University of Maryland'],USA,2018,59,https://doi.org/10.1145/3243734.3243812,ACM
746,SolSaviour: A Defending Framework for Deployed Defective Smart Contracts,"Zecheng Li,Yu Zhou,Songtao Guo,Bin Xiao","['The Hong Kong Polytechnic University', 'Chongqing University']",Hong Kong,2021,0,https://doi.org/10.1145/3485832.3488015,ACM
747,SolSaviour: A Defending Framework for Deployed Defective Smart Contracts,"Zecheng Li,Yu Zhou,Songtao Guo,Bin Xiao","['The Hong Kong Polytechnic University', 'Chongqing University']",Hong Kong,2021,0,https://doi.org/10.1145/3485832.3488015,ACM
